phrase,category,cluster
gallons of water,Patio_Lawn_and_Garden,1
only gripe,Patio_Lawn_and_Garden,1
mother in law,Patio_Lawn_and_Garden,1
air compressor,Patio_Lawn_and_Garden,1
scrapbook pages,Arts_Crafts_and_Sewing,1
scrapbook paper,Arts_Crafts_and_Sewing,1
piece of paper,Arts_Crafts_and_Sewing,1
sheet of paper,Arts_Crafts_and_Sewing,1
origami paper,Arts_Crafts_and_Sewing,1
different papers,Arts_Crafts_and_Sewing,1
regular paper,Arts_Crafts_and_Sewing,1
heavy paper,Arts_Crafts_and_Sewing,1
thin paper,Arts_Crafts_and_Sewing,1
type of paper,Arts_Crafts_and_Sewing,1
arrvd on time,Arts_Crafts_and_Sewing,1
scrapbook project,Arts_Crafts_and_Sewing,1
small pieces,Arts_Crafts_and_Sewing,1
little pieces,Arts_Crafts_and_Sewing,1
extra pieces,Arts_Crafts_and_Sewing,1
pattern pieces,Arts_Crafts_and_Sewing,1
broken pieces,Arts_Crafts_and_Sewing,1
fine print,Arts_Crafts_and_Sewing,3
scrap book,Arts_Crafts_and_Sewing,1
bias tape,Arts_Crafts_and_Sewing,1
sticker sheet,Arts_Crafts_and_Sewing,1
paper weight,Arts_Crafts_and_Sewing,1
measuring tape,Arts_Crafts_and_Sewing,1
sided tape,Arts_Crafts_and_Sewing,1
paper pad,Arts_Crafts_and_Sewing,1
works fine,Automotive,3
works well,Automotive,1
works as described,Automotive,1
work fine,Automotive,3
worked fine,Automotive,3
works like oem,Automotive,1
right tools,Automotive,1
proper tools,Automotive,1
basic tools,Automotive,1
special tools,Automotive,1
product works,Automotive,1
instrument cluster,Automotive,1
instruction sheet,Automotive,1
right place,Automotive,1
bolt pattern,Automotive,1
fit fine,Automotive,3
fine product,Automotive,3
same model,Automotive,1
fine print,Automotive,3
used car,Automotive,1
model number,Automotive,1
first place,Automotive,1
only place,Automotive,1
used part,Automotive,1
stays in place,Automotive,1
whole bag,Grocery_and_Gourmet_Food,1
entire bag,Grocery_and_Gourmet_Food,1
little bag,Grocery_and_Gourmet_Food,1
small bag,Grocery_and_Gourmet_Food,1
tiny bag,Grocery_and_Gourmet_Food,1
first bag,Grocery_and_Gourmet_Food,1
big bag,Grocery_and_Gourmet_Food,1
single bag,Grocery_and_Gourmet_Food,1
ziplock bag,Grocery_and_Gourmet_Food,1
sealed bag,Grocery_and_Gourmet_Food,1
lunch bag,Grocery_and_Gourmet_Food,1
bag of candy,Grocery_and_Gourmet_Food,1
bag of chips,Grocery_and_Gourmet_Food,1
individual bags,Grocery_and_Gourmet_Food,1
tea bags,Grocery_and_Gourmet_Food,1
gift bags,Grocery_and_Gourmet_Food,1
goodie bags,Grocery_and_Gourmet_Food,1
whole house,Grocery_and_Gourmet_Food,1
whole thing,Grocery_and_Gourmet_Food,1
whole box,Grocery_and_Gourmet_Food,1
kinda pricey,Grocery_and_Gourmet_Food,1
last awhile,Grocery_and_Gourmet_Food,1
whole package,Grocery_and_Gourmet_Food,1
whole family,Grocery_and_Gourmet_Food,1
do not buy,Grocery_and_Gourmet_Food,1
fountain pens,Office_Products,1
ink pens,Office_Products,1
gel pens,Office_Products,1
parker pens,Office_Products,1
ballpoint pens,Office_Products,1
cross pens,Office_Products,1
pilot pens,Office_Products,1
fine point pens,Office_Products,3
sheet protectors,Office_Products,1
page protectors,Office_Products,1
expensive pens,Office_Products,1
cheap pens,Office_Products,1
pens work,Office_Products,1
fountain pen ink,Office_Products,1
strong magnets,Office_Products,1
new pens,Office_Products,1
note pads,Office_Products,1
mouse pads,Office_Products,1
reading glasses,Office_Products,1
adhesive strip,Office_Products,1
pens for years,Office_Products,1
legal pads,Office_Products,1
binder clips,Office_Products,1
plastic wrap,Office_Products,1
ring binder,Office_Products,1
direct replacement,Patio_Lawn_and_Garden,1
identical replacement,Patio_Lawn_and_Garden,1
battery pack,Patio_Lawn_and_Garden,1
only option,Patio_Lawn_and_Garden,1
phone number,Patio_Lawn_and_Garden,1
extra cost,Patio_Lawn_and_Garden,1
reasonable cost,Patio_Lawn_and_Garden,1
shipping cost,Patio_Lawn_and_Garden,1
shipping charges,Patio_Lawn_and_Garden,1
delivery date,Patio_Lawn_and_Garden,1
arrival date,Patio_Lawn_and_Garden,1
new battery,Patio_Lawn_and_Garden,1
plenty of room,Patio_Lawn_and_Garden,1
much room,Patio_Lawn_and_Garden,1
enough room,Patio_Lawn_and_Garden,1
speed of delivery,Patio_Lawn_and_Garden,1
delivery time,Patio_Lawn_and_Garden,1
replacement parts,Patio_Lawn_and_Garden,1
direct fit,Patio_Lawn_and_Garden,2
quick delivery,Patio_Lawn_and_Garden,1
prompt delivery,Patio_Lawn_and_Garden,1
fast delivery,Patio_Lawn_and_Garden,1
only drawback,Patio_Lawn_and_Garden,1
worth buying,Patio_Lawn_and_Garden,1
heavy duty,Patio_Lawn_and_Garden,1
variety of colors,Arts_Crafts_and_Sewing,1
assorted colors,Arts_Crafts_and_Sewing,1
selection of colors,Arts_Crafts_and_Sewing,1
range of colors,Arts_Crafts_and_Sewing,1
different colors,Arts_Crafts_and_Sewing,1
color variety,Arts_Crafts_and_Sewing,1
mix of colors,Arts_Crafts_and_Sewing,1
amount of beads,Arts_Crafts_and_Sewing,1
skein of yarn,Arts_Crafts_and_Sewing,1
balls of yarn,Arts_Crafts_and_Sewing,1
ball of yarn,Arts_Crafts_and_Sewing,1
variety of sizes,Arts_Crafts_and_Sewing,1
different sizes,Arts_Crafts_and_Sewing,1
type of yarn,Arts_Crafts_and_Sewing,1
variety of ways,Arts_Crafts_and_Sewing,1
kinds of things,Arts_Crafts_and_Sewing,1
variety of projects,Arts_Crafts_and_Sewing,1
strand of beads,Arts_Crafts_and_Sewing,1
actual color,Arts_Crafts_and_Sewing,1
own colors,Arts_Crafts_and_Sewing,1
solid colors,Arts_Crafts_and_Sewing,1
small beads,Arts_Crafts_and_Sewing,1
different fabrics,Arts_Crafts_and_Sewing,1
extra glue,Arts_Crafts_and_Sewing,1
pop of color,Arts_Crafts_and_Sewing,1
seat covers,Automotive,1
back seat cover,Automotive,1
steering wheel cover,Automotive,1
valve cover,Automotive,1
hitch cover,Automotive,1
old cover,Automotive,1
tire cover,Automotive,1
passenger seat,Automotive,1
stock seat,Automotive,1
brakes work,Automotive,1
factory harness,Automotive,1
wiring harness,Automotive,1
velcro straps,Automotive,1
electrical tape,Automotive,1
adhesive tape,Automotive,1
sided tape,Automotive,1
seat belt,Automotive,1
wiper blade,Automotive,1
passenger side,Automotive,1
fine print,Automotive,3
power steering,Automotive,1
instruction sheet,Automotive,1
running boards,Automotive,1
cover fit,Automotive,2
new brakes,Automotive,1
milk chocolate,Grocery_and_Gourmet_Food,1
much chocolate,Grocery_and_Gourmet_Food,1
white chocolate,Grocery_and_Gourmet_Food,1
peanut butter cups,Grocery_and_Gourmet_Food,1
candy corn,Grocery_and_Gourmet_Food,1
fresh candy,Grocery_and_Gourmet_Food,1
yummy candy,Grocery_and_Gourmet_Food,1
candy bar,Grocery_and_Gourmet_Food,1
hard candy,Grocery_and_Gourmet_Food,1
cotton candy,Grocery_and_Gourmet_Food,1
chocolate syrup,Grocery_and_Gourmet_Food,1
coconut milk,Grocery_and_Gourmet_Food,1
soy milk,Grocery_and_Gourmet_Food,1
condensed milk,Grocery_and_Gourmet_Food,1
almond milk,Grocery_and_Gourmet_Food,1
whole milk,Grocery_and_Gourmet_Food,1
chocolate flavor,Grocery_and_Gourmet_Food,1
raw honey,Grocery_and_Gourmet_Food,1
egg salad,Grocery_and_Gourmet_Food,1
milk supply,Grocery_and_Gourmet_Food,1
cup cakes,Grocery_and_Gourmet_Food,1
honey mustard,Grocery_and_Gourmet_Food,1
egg rolls,Grocery_and_Gourmet_Food,1
sugar substitute,Grocery_and_Gourmet_Food,1
candy jar,Grocery_and_Gourmet_Food,1
plenty of space,Office_Products,1
extra space,Office_Products,1
small space,Office_Products,1
plenty of room,Office_Products,1
much space,Office_Products,1
ample space,Office_Products,1
small areas,Office_Products,1
clean lines,Office_Products,1
thin lines,Office_Products,1
fine lines,Office_Products,3
super fast delivery,Office_Products,1
quick delivery,Office_Products,1
super fast shipping,Office_Products,1
small amount,Office_Products,1
plenty of time,Office_Products,1
type of product,Office_Products,1
ease of use,Office_Products,1
actual product,Office_Products,1
volume control,Office_Products,1
plenty of pages,Office_Products,1
years of use,Office_Products,1
small footprint,Office_Products,1
super product,Office_Products,1
product as described,Office_Products,1
super convenient,Office_Products,1
stainless steel,Patio_Lawn_and_Garden,1
wrought iron,Patio_Lawn_and_Garden,1
cast iron,Patio_Lawn_and_Garden,1
sturdy metal,Patio_Lawn_and_Garden,1
thin metal,Patio_Lawn_and_Garden,1
sheet metal,Patio_Lawn_and_Garden,1
heavy metal,Patio_Lawn_and_Garden,1
durable material,Patio_Lawn_and_Garden,1
cheap materials,Patio_Lawn_and_Garden,1
stepping stones,Patio_Lawn_and_Garden,1
metal parts,Patio_Lawn_and_Garden,1
metal piece,Patio_Lawn_and_Garden,1
durable plastic,Patio_Lawn_and_Garden,1
hard plastic,Patio_Lawn_and_Garden,1
thin plastic,Patio_Lawn_and_Garden,1
fade resistant,Patio_Lawn_and_Garden,1
water resistant,Patio_Lawn_and_Garden,1
weather resistant,Patio_Lawn_and_Garden,1
durable product,Patio_Lawn_and_Garden,1
metal detector,Patio_Lawn_and_Garden,1
durable fabric,Patio_Lawn_and_Garden,1
metal ones,Patio_Lawn_and_Garden,1
durable flag,Patio_Lawn_and_Garden,1
pool liner,Patio_Lawn_and_Garden,1
small pool,Patio_Lawn_and_Garden,1
key ring,Arts_Crafts_and_Sewing,1
split rings,Arts_Crafts_and_Sewing,1
real gold,Arts_Crafts_and_Sewing,1
solid gold,Arts_Crafts_and_Sewing,1
sterling silver,Arts_Crafts_and_Sewing,1
shiny silver,Arts_Crafts_and_Sewing,1
bright silver,Arts_Crafts_and_Sewing,1
gold ones,Arts_Crafts_and_Sewing,1
silver plating,Arts_Crafts_and_Sewing,1
jump rings,Arts_Crafts_and_Sewing,1
ear rings,Arts_Crafts_and_Sewing,1
ring size,Arts_Crafts_and_Sewing,1
silver chain,Arts_Crafts_and_Sewing,1
pearl necklace,Arts_Crafts_and_Sewing,1
gold paint,Arts_Crafts_and_Sewing,1
napkin rings,Arts_Crafts_and_Sewing,1
yellow gold,Arts_Crafts_and_Sewing,1
gold tone,Arts_Crafts_and_Sewing,1
gold color,Arts_Crafts_and_Sewing,1
bead work,Arts_Crafts_and_Sewing,1
gold leaf,Arts_Crafts_and_Sewing,1
zipper pull,Arts_Crafts_and_Sewing,1
hard time,Arts_Crafts_and_Sewing,1
slow delivery,Arts_Crafts_and_Sewing,1
work fine,Arts_Crafts_and_Sewing,3
honda accord,Automotive,1
honda civic,Automotive,1
honda odyssey,Automotive,1
honda shadow,Automotive,1
honda rancher,Automotive,1
honda rebel,Automotive,1
honda prelude,Automotive,1
honda fit,Automotive,2
honda dealer,Automotive,1
chevy tahoe,Automotive,1
chevy express,Automotive,1
chevy avalanche,Automotive,1
chevy cavalier,Automotive,1
chevy suburban,Automotive,1
chevy equinox,Automotive,1
chevy malibu,Automotive,1
chevy blazer,Automotive,1
chevy pickup,Automotive,1
chevy silverado,Automotive,1
ford mustang,Automotive,1
chinese junk,Automotive,1
genuine honda part,Automotive,1
motorcycle helmet,Automotive,1
jeep commander,Automotive,1
happy camper,Automotive,1
baby shower,Grocery_and_Gourmet_Food,1
little boy,Grocery_and_Gourmet_Food,1
little guys,Grocery_and_Gourmet_Food,1
little girls,Grocery_and_Gourmet_Food,1
little ones,Grocery_and_Gourmet_Food,1
birthday girl,Grocery_and_Gourmet_Food,1
wee bit,Grocery_and_Gourmet_Food,1
hello kitty,Grocery_and_Gourmet_Food,1
hot stuff,Grocery_and_Gourmet_Food,1
rip off,Grocery_and_Gourmet_Food,1
love em,Grocery_and_Gourmet_Food,1
sticky mess,Grocery_and_Gourmet_Food,1
cant wait,Grocery_and_Gourmet_Food,1
rock candy,Grocery_and_Gourmet_Food,1
pop rocks,Grocery_and_Gourmet_Food,1
mom for mother,Grocery_and_Gourmet_Food,1
hot day,Grocery_and_Gourmet_Food,1
chocolate lovers,Grocery_and_Gourmet_Food,1
right mind,Grocery_and_Gourmet_Food,1
kids love,Grocery_and_Gourmet_Food,1
dear friend,Grocery_and_Gourmet_Food,1
little bit,Grocery_and_Gourmet_Food,1
hot water,Grocery_and_Gourmet_Food,1
same name,Grocery_and_Gourmet_Food,1
little harder,Grocery_and_Gourmet_Food,1
smooth writing,Office_Products,1
super smooth,Office_Products,1
thick paper,Office_Products,1
little thick,Office_Products,1
thick material,Office_Products,1
dark brown,Office_Products,1
soft leather,Office_Products,1
rich colors,Office_Products,1
smooth transaction,Office_Products,1
smooth surface,Office_Products,1
smooth ink,Office_Products,1
small issue,Office_Products,1
next page,Office_Products,1
plenty of pages,Office_Products,1
inch thick,Office_Products,1
inside pages,Office_Products,1
lined pages,Office_Products,1
thick mouse pad,Office_Products,1
thick plastic,Office_Products,1
solid piece,Office_Products,1
extra pages,Office_Products,1
piece of paper,Office_Products,1
big issue,Office_Products,1
thick card stock,Office_Products,1
reading glasses,Office_Products,1
bird feeder,Patio_Lawn_and_Garden,1
suet feeder,Patio_Lawn_and_Garden,1
bird food,Patio_Lawn_and_Garden,1
bird seed,Patio_Lawn_and_Garden,1
little bird,Patio_Lawn_and_Garden,1
wild birds,Patio_Lawn_and_Garden,1
blue birds,Patio_Lawn_and_Garden,1
bird house,Patio_Lawn_and_Garden,1
chicken coop,Patio_Lawn_and_Garden,1
back yard,Patio_Lawn_and_Garden,1
whole yard,Patio_Lawn_and_Garden,1
front yard,Patio_Lawn_and_Garden,1
small yard,Patio_Lawn_and_Garden,1
large yard,Patio_Lawn_and_Garden,1
acre pond,Patio_Lawn_and_Garden,1
yard flag,Patio_Lawn_and_Garden,1
bird bath,Patio_Lawn_and_Garden,1
yard work,Patio_Lawn_and_Garden,1
yard sign,Patio_Lawn_and_Garden,1
live plants,Patio_Lawn_and_Garden,1
plant food,Patio_Lawn_and_Garden,1
yard sale,Patio_Lawn_and_Garden,1
compost pile,Patio_Lawn_and_Garden,1
old tractor,Patio_Lawn_and_Garden,1
garden tractor,Patio_Lawn_and_Garden,0
small size,Office_Products,1
decent size,Office_Products,1
actual size,Office_Products,1
large size,Office_Products,1
full size,Office_Products,1
different size,Office_Products,1
correct size,Office_Products,1
normal size,Office_Products,1
wrong size,Office_Products,1
compact size,Office_Products,1
length of time,Office_Products,1
next size,Office_Products,1
front wheels,Office_Products,1
kind of thing,Office_Products,1
matter of fact,Office_Products,1
height adjustment,Office_Products,1
straight line,Office_Products,1
letter size,Office_Products,1
same time,Office_Products,1
right amount,Office_Products,1
plenty of time,Office_Products,1
end caps,Office_Products,1
paper weight,Office_Products,1
right side,Office_Products,1
exact same thing,Office_Products,1
